genename	familyname
GRMZM2G112535	"p15 (PC4
GRMZM2G313833	SNF2
GRMZM2G149587	PHD
GRMZM2G060723	TRAF
GRMZM2G095510	TRAF
GRMZM2G339379	JUMONJI
GRMZM2G152306	SNF2
GRMZM2G004690	Ultrapetala
GRMZM2G076450	TRAF
GRMZM2G027535	BSD
GRMZM2G350447	SWI/SNF-BAF60
GRMZM2G108589	JUMONJI
GRMZM2G458082	GNAT
GRMZM2G412492	PHD
GRMZM2G149449	Aux/IAA
GRMZM2G162382	bHLH
GRMZM2G015534	bZIP
GRMZM2G379652	AP2-EREBP
GRMZM2G478965	AP2-EREBP
GRMZM2G152822	CCAAT-DR1
GRMZM2G019443	AP2-EREBP
GRMZM2G095078	bZIP
AC233912.1_FG001	MADS
GRMZM2G079632	NAC
GRMZM2G472100	MADS
GRMZM2G472096	MADS
GRMZM2G171569	AP2-EREBP
GRMZM2G176175	AP2-EREBP
GRMZM2G169991	MYB-related
AC233933.1_FG001	AP2-EREBP
GRMZM2G364851	Orphans
GRMZM2G034442	Orphans
GRMZM2G162409	G2-like
GRMZM2G075715	ARF
GRMZM2G148056	Orphans
GRMZM2G050550	MYB
GRMZM2G123119	AP2-EREBP
GRMZM2G060517	AP2-EREBP
GRMZM2G110742	SBP
GRMZM2G446515	BZR
GRMZM2G012654	CCAAT-DR1
GRMZM2G020156	Orphans
GRMZM2G064197	G2-like
GRMZM2G173943	G2-like
GRMZM2G092137	bZIP
GRMZM2G363052	AP2-EREBP
GRMZM2G126170	Homeobox
GRMZM2G126832	Orphans
GRMZM2G308615	Orphans
GRMZM2G100107	Orphans
GRMZM2G139815	WRKY
GRMZM2G025895	WRKY
GRMZM2G037043	OVATE
GRMZM2G141679	AP2-EREBP
GRMZM2G082264	G2-like
GRMZM2G169356	MYB
GRMZM2G126566	MYB
GRMZM2G126507	ZIM
GRMZM2G064628	TCP
GRMZM2G159094	NAC
GRMZM2G045748	MYB
GRMZM2G071112	ZF-HD
GRMZM2G161315	ZF-HD
GRMZM2G027563	bHLH
GRMZM2G125653	WRKY
GRMZM2G169149	WRKY
GRMZM2G416184	Orphans
GRMZM2G141219	AP2-EREBP
GRMZM2G117244	MYB
GRMZM2G138976	ARID
GRMZM2G052667	AP2-EREBP
GRMZM2G116614	ZIM
GRMZM2G127537	Homeobox
GRMZM2G092409	GeBP
GRMZM2G045431	bHLH
GRMZM2G139535	HSF
GRMZM2G135444	Orphans
GRMZM2G145146	bHLH
GRMZM2G082586	bHLH
GRMZM2G056600	Homeobox
GRMZM2G358796	bZIP
GRMZM5G818643	bHLH
GRMZM2G089501	bHLH
GRMZM2G089850	C2C2-Dof
GRMZM2G078691	CCAAT-HAP5
GRMZM2G151407	WRKY
GRMZM2G085467	bHLH
GRMZM2G006578	bZIP
GRMZM2G006752	EIL
GRMZM2G307588	SBP
GRMZM2G103783	MYB-related
GRMZM2G177229	C3H
GRMZM2G004531	NAC
GRMZM2G386163	NAC
GRMZM2G131281	AP2-EREBP
GRMZM2G054277	NAC
GRMZM2G097059	MADS
GRMZM2G144275	bHLH
GRMZM2G013688	bHLH
GRMZM2G435015	bHLH
AC200057.4_FG007	bZIP
GRMZM2G043600	bZIP
GRMZM2G069082	AP2-EREBP
GRMZM2G069126	AP2-EREBP
GRMZM2G069146	AP2-EREBP
GRMZM2G018138	AP2-EREBP
GRMZM2G116658	Homeobox
GRMZM2G165272	HSF
GRMZM2G041462	Homeobox
GRMZM2G066020	ZIM
GRMZM2G143718	Orphans
GRMZM2G135783	"SHI/STY (SRS)"
GRMZM2G179021	"SHI/STY (SRS)"
GRMZM2G179024	Orphans
GRMZM2G104551	MYB
GRMZM2G096709	GRF
GRMZM2G142150	mTERF
GRMZM2G006416	Orphans
AC233865.1_FG003	NAC
GRMZM5G885329	NAC
GRMZM2G053298	NLP
GRMZM2G062910	mTERF
GRMZM2G032336	CAMTA
GRMZM2G134716	Orphans
GRMZM2G172327	MYB
GRMZM2G406651	FAR1-like
GRMZM2G067624	SBP
GRMZM2G010298	Orphans
GRMZM2G134545	C2C2-Dof
GRMZM2G048987	FAR1-like
GRMZM2G480480	Orphans
GRMZM2G058451	bHLH
GRMZM2G444075	Orphans
GRMZM2G153454	bHLH
GRMZM2G032071	Orphans
GRMZM2G031323	MYB
GRMZM2G057380	Orphans
GRMZM2G008356	ABI3-VP1
GRMZM2G129311	FAR1-like
GRMZM2G107565	Orphans
GRMZM2G179885	NAC
GRMZM2G106548	GRAS
GRMZM5G842019	C3H
GRMZM2G046829	C2C2-YABBY
GRMZM2G384386	AP2-EREBP
GRMZM2G102514	BZR
GRMZM2G104204	Homeobox
GRMZM2G098517	GRAS
GRMZM2G398506	WRKY
GRMZM2G023346	Orphans
GRMZM2G172657	GRAS
GRMZM2G115357	Aux/IAA
GRMZM2G097726	PHD
GRMZM2G042627	FHA
GRMZM2G320703	TRAF
GRMZM2G302778	GNAT
GRMZM2G109738	TRAF
GRMZM5G805008	TRAF
GRMZM2G013794	PHD
GRMZM2G091265	PHD
GRMZM2G070885	JUMONJI
GRMZM2G048131	Aux/IAA
GRMZM2G066528	HMG
GRMZM2G316191	PHD
GRMZM2G021233	SNF2
GRMZM5G813007	GNAT
GRMZM2G180490	Orphans
GRMZM2G057260	bHLH
GRMZM2G097456	GRAS
GRMZM2G418899	GRAS
GRMZM2G147716	MADS
GRMZM2G384528	CCAAT-HAP3
GRMZM2G038303	CCAAT-HAP2
GRMZM2G038066	Alfin-like
GRMZM2G169636	GRAS
GRMZM2G089736	ZIM
GRMZM2G114461	FAR1-like
GRMZM2G060249	AP2-EREBP
GRMZM2G060876	AP2-EREBP
GRMZM2G056407	MYB
GRMZM2G180568	TCP
GRMZM2G150841	MYB
GRMZM2G082318	GeBP
GRMZM2G025685	HSF
GRMZM2G161544	Orphans
GRMZM2G148213	Orphans
GRMZM2G414423	Orphans
GRMZM2G307119	AP2-EREBP
GRMZM2G025062	AP2-EREBP
GRMZM5G845472	OVATE
GRMZM2G149040	bZIP
GRMZM2G158162	ABI3-VP1
GRMZM2G381378	WRKY
GRMZM2G311665	C3H
GRMZM2G430849	NAC
GRMZM2G181605	NAC
AC155434.2_FG006	C2C2-Dof
AC155434.2_FG005	G2-like
GRMZM2G151811	EIL
GRMZM2G361847	bZIP
GRMZM2G077124	bZIP
GRMZM2G113016	Orphans
GRMZM2G005732	Orphans
GRMZM2G067921	bZIP
GRMZM2G000818	MYB
GRMZM2G129954	Orphans
GRMZM2G317287	GRAS
AC198366.3_FG004	GRAS
AC197146.3_FG002	MYB
GRMZM2G172487	MYB
GRMZM2G470974	ZF-HD
GRMZM2G172575	MYB
GRMZM2G172586	ZF-HD
GRMZM2G127379	NAC
GRMZM2G058531	Orphans
GRMZM2G058595	Orphans
GRMZM5G873586	LBD
GRMZM2G005207	WRKY
GRMZM2G441031	WRKY
GRMZM2G159119	G2-like
GRMZM2G016370	G2-like
GRMZM2G366264	bZIP
GRMZM2G365754	bZIP
GRMZM5G805685	ABI3-VP1
GRMZM2G057753	OVATE
AC187891.3_FG006	OVATE
GRMZM2G052515	E2F-DP
GRMZM2G052499	CCAAT-HAP5
GRMZM2G060050	Homeobox
GRMZM2G136266	bZIP
GRMZM2G001272	TUB
GRMZM2G301122	Trihelix
GRMZM2G544539	AP2-EREBP
GRMZM2G118214	C2C2-GATA
GRMZM2G048850	C2C2-GATA
GRMZM2G324131	C2C2-GATA
GRMZM2G068710	C2H2
GRMZM2G093895	TCP
GRMZM5G807054	Orphans
GRMZM2G004060	WRKY
GRMZM2G006493	C3H
GRMZM2G426486	Orphans
GRMZM2G006042	ARF
GRMZM2G083347	NAC
GRMZM2G137510	MADS
AC198699.3_FG004	Rcd1-like
GRMZM2G052606	MYB
GRMZM2G434157	Orphans
GRMZM2G010669	MADS
GRMZM2G115424	Alfin-like
GRMZM2G088140	bZIP
GRMZM2G405170	ABI3-VP1
GRMZM2G094352	bZIP
GRMZM2G092363	Orphans
GRMZM2G311316	CCAAT-HAP5
GRMZM2G118063	Homeobox
GRMZM2G167018	NAC
GRMZM5G884349	bZIP
GRMZM2G356897	Rcd1-like
GRMZM2G173321	ABI3-VP1
GRMZM2G020254	WRKY
GRMZM2G020054	AP2-EREBP
GRMZM2G074489	Orphans
GRMZM2G170201	Orphans
GRMZM2G423393	ABI3-VP1
GRMZM2G090594	WRKY
GRMZM2G459864	MADS
GRMZM2G170958	Homeobox
GRMZM2G055070	AP2-EREBP
GRMZM2G107595	Orphans
GRMZM2G141150	CSD
GRMZM2G022359	AP2-EREBP
GRMZM2G150680	MYB
GRMZM2G006736	Sigma70-like
GRMZM2G042895	bHLH
GRMZM2G123308	G2-like
GRMZM2G305582	C3H
GRMZM2G003715	NAC
GRMZM2G180168	ABI3-VP1
GRMZM2G175265	MYB-related
GRMZM2G108892	MYB-related
GRMZM2G325907	MYB
GRMZM2G093744	bHLH
GRMZM2G004957	Homeobox
GRMZM2G005126	C3H
GRMZM2G425427	MYB
GRMZM2G001824	MYB
GRMZM2G060798	Orphans
GRMZM2G036554	bHLH
GRMZM2G062541	bHLH
GRMZM2G127490	MYB
GRMZM2G451771	C2C2-Dof
GRMZM2G422083	MYB-related
GRMZM2G121111	MYB-related
GRMZM2G030403	MYB-related
GRMZM2G006871	GeBP
GRMZM2G381691	Orphans
GRMZM2G096610	TCP
GRMZM2G420801	Orphans
GRMZM2G159811	Orphans
GRMZM2G119823	bHLH
GRMZM2G313756	bHLH
GRMZM2G126194	ABI3-VP1
GRMZM2G152661	CAMTA
GRMZM2G458087	TCP
GRMZM2G149590	Trihelix
GRMZM2G425798	AP2-EREBP
GRMZM2G424261	TCP
GRMZM2G023708	AP2-EREBP
GRMZM2G443509	Orphans
GRMZM2G147424	S1Fa-like
GRMZM2G175525	AP2-EREBP
GRMZM2G176537	GRAS
GRMZM2G439281	SNF2
AC195147.3_FG001	TRAF
GRMZM2G126774	SNF2
GRMZM2G148249	SNF2
GRMZM2G120971	MED26
GRMZM2G111672	BSD
GRMZM2G010342	SNF2
GRMZM2G128176	DDT
GRMZM2G381402	SNF2
GRMZM2G108166	SNF2
GRMZM2G434715	PHD
GRMZM2G022606	TRAF
GRMZM2G443565	PHD
GRMZM2G314661	DDT
AC218932.3_FG009	MED26
GRMZM2G702950	MED26
AC194104.3_FG007	MED26
GRMZM2G044394	MED26
GRMZM2G153409	MED26
GRMZM2G046238	TRAF
GRMZM2G431157	JUMONJI
GRMZM2G365888	PHD
GRMZM2G479834	Aux/IAA
GRMZM2G137715	GNAT
GRMZM2G161569	TRAF
GRMZM2G041963	TRAF
GRMZM2G149786	SWI/SNF-SWI3
GRMZM2G393742	SNF2
GRMZM2G097289	SNF2
GRMZM2G077951	TRAF
GRMZM2G022382	SWI/SNF-BAF60
GRMZM2G355469	bHLH
GRMZM2G158140	Orphans
GRMZM2G069370	MADS
GRMZM2G435824	NAC
GRMZM2G156088	Alfin-like
GRMZM2G016564	Alfin-like
GRMZM2G050495	Alfin-like
GRMZM2G392168	Trihelix
GRMZM2G432846	OVATE
GRMZM2G044382	Orphans
GRMZM2G425920	bZIP
GRMZM2G358701	bZIP
GRMZM2G173633	MYB
GRMZM2G031963	WRKY
GRMZM2G111770	NAC
GRMZM2G058573	Orphans
GRMZM2G047370	Trihelix
GRMZM2G437481	bHLH
GRMZM2G105004	NLP
AC233888.1_FG002	C2C2-CO-like
GRMZM2G109496	Orphans
GRMZM2G410083	MYB-related
GRMZM2G051866	Orphans
GRMZM2G043813	NAC
AC206901.3_FG005	MYB
GRMZM2G005284	ARF
GRMZM2G465091	TCP
GRMZM2G040664	AP2-EREBP
GRMZM2G001106	MYB-related
GRMZM2G005353	C2C2-YABBY
GRMZM2G054615	C2C2-GATA
GRMZM2G098442	Orphans
GRMZM2G396527	Homeobox
GRMZM2G427087	Trihelix
GRMZM2G421212	C2C2-GATA
GRMZM2G018485	ABI3-VP1
GRMZM2G181030	MYB-related
GRMZM2G086474	bHLH
GRMZM2G086403	PLATZ
GRMZM2G173429	GRAS
GRMZM2G040673	OVATE
GRMZM5G845601	Orphans
AC235534.1_FG007	Homeobox
GRMZM2G301485	HSF
GRMZM2G010290	C2C2-Dof
GRMZM2G090230	G2-like
GRMZM5G822829	bHLH
GRMZM2G037792	GRAS
GRMZM2G148467	SBP
GRMZM2G095892	Orphans
GRMZM2G311059	MYB
GRMZM2G080516	AP2-EREBP
GRMZM2G081557	MYB
GRMZM2G097636	MYB
GRMZM2G097638	MYB
AC208110.2_FG001	WRKY
GRMZM2G098813	FLO/LFY
GRMZM2G129147	GRF
GRMZM2G415229	Trihelix
GRMZM2G091331	WRKY
GRMZM2G155991	Orphans
GRMZM2G438202	AP2-EREBP
GRMZM2G126957	CCAAT-HAP2
GRMZM2G042920	bHLH
GRMZM2G122897	Homeobox
GRMZM2G148506	E2F-DP
GRMZM2G448104	MYB-related
GRMZM2G180471	Orphans
GRMZM5G895313	CSD
GRMZM2G445575	bZIP
GRMZM2G421033	AP2-EREBP
GRMZM2G076602	AP2-EREBP
GRMZM2G546369	MYB-related
GRMZM2G143402	ZIM
GRMZM2G104268	FAR1-like
GRMZM2G104260	AP2-EREBP
GRMZM2G058588	SBP
GRMZM2G155111	Orphans
GRMZM2G028622	Homeobox
GRMZM2G086949	ARF
GRMZM2G124495	G2-like
GRMZM2G124476	C3H
GRMZM2G164591	AP2-EREBP
GRMZM2G150262	C3H
GRMZM2G475882	ARF
GRMZM2G392101	Orphans
GRMZM2G142718	C2C2-Dof
GRMZM2G074773	CCAAT-HAP5
GRMZM2G106836	OVATE
GRMZM2G106781	OVATE
GRMZM2G136494	C2H2
GRMZM2G023813	ARF
AC193767.3_FG003	ABI3-VP1
GRMZM2G003927	C2H2
GRMZM2G136344	FHA
GRMZM2G057554	GNAT
GRMZM2G359735	GNAT
GRMZM2G024887	LIM
GRMZM2G134517	Aux/IAA
GRMZM2G162640	TRAF
GRMZM2G073581	PHD
GRMZM2G324781	SNF2
GRMZM5G818977	GNAT
GRMZM2G143352	Aux/IAA
GRMZM2G066981	MED7
GRMZM2G368898	BSD
GRMZM2G124502	SWI/SNF-BAF60
GRMZM2G038050	PHD
